global_train_loss,global_train_acc,global_val_loss,global_val_acc
0.8561060545215536,0.6468631332401497,1.3623270301601724,0.5271453590192644
0.7616053817493673,0.6919455252918288,1.6422759549212749,0.4308231173380035
0.6810916875911595,0.7245525291828795,0.868290406183687,0.6532399299474606
0.6726090924656345,0.7308949416342413,1.4093773438091244,0.5043782837127846
0.6500013701171262,0.7343579766536965,0.749677121221706,0.7145359019264448
0.621719532586953,0.7460700389105058,0.592517896938658,0.7390542907180385
0.5994286555074394,0.7556203392391673,1.1522971752854863,0.574430823117338
0.5604759363640801,0.7728505156586453,0.8343660998469685,0.6567425569176882
0.5707130181487896,0.7752918287937742,0.8317852726959722,0.6690017513134852
0.5304661419832408,0.787434777681236,0.5677534871051274,0.7933450087565674
0.5349929896315945,0.7894552529182878,0.5204834906211459,0.7968476357267951
0.4939676401455261,0.8094918212383362,0.5028051065375634,0.7950963222416813
0.451204705226934,0.8210792187677081,0.47415041615583015,0.8038528896672504
0.4745844490762351,0.8204669260700388,0.5023288946540051,0.8021015761821366
0.44954070870862395,0.8261867704280157,0.5121039485138059,0.7915936952714536
0.4422607229888896,0.830491481243625,0.5535200140104611,0.7898423817863398
0.41615569265233165,0.8440077821011673,0.4145239161004536,0.8423817863397548
0.42757393041444436,0.8411284046692605,0.39086287456928326,0.8546409807355516
0.3903998314226547,0.8522713913339125,0.4146674892321986,0.851138353765324
0.38294781466837297,0.8583268482490274,0.40185675980121993,0.8441330998248686
0.3718071930232215,0.8665369649805449,0.36030698756829244,0.8598949211908932
0.3684461297262967,0.8644357976653698,0.3463701606318746,0.8686514886164624
0.34415970937519225,0.8713229571984437,0.3438678859307344,0.8704028021015762
0.35874082234349286,0.8688013297570926,0.43604136390151577,0.8353765323992994
0.3294725174799053,0.8785640890030602,0.3078232130945877,0.8861646234676007
0.31336505259131686,0.8857223376525255,0.5888041562666617,0.7740805604203153
0.3125053070587059,0.8864202334630352,0.3797281317660771,0.8546409807355516
0.3185593439119683,0.8841245136186773,0.39143384087524147,0.8493870402802102
0.2950290128323193,0.8889091458577314,0.30724454155736547,0.8861646234676007
0.28449002651346056,0.8970800498658912,0.3474482423682973,0.8739054290718039
0.28516683675660404,0.8946692607003893,0.2843604318001642,0.8931698774080561
0.26141715327230736,0.9034583506478789,0.31847477110588823,0.8791593695271454
0.26635127928707364,0.9014727815345095,0.22652809564578763,0.9124343257443083
0.252069242910495,0.9097212043368217,0.31096526745530645,0.882661996497373
0.2702426833363707,0.9039299610894943,0.2755868601924275,0.8984238178633975
0.25903082052173537,0.9060262929243323,0.2362413927782229,0.9194395796847635
0.2436230985643116,0.9103415057987988,0.27142963570178913,0.9036777583187391
0.22772634401568795,0.9160240262929245,0.24398772259309706,0.9229422066549913
0.24650111783228082,0.9115490914585773,0.2815779878149517,0.9001751313485113
0.22715761134270887,0.9189754826036041,0.24764364461973962,0.9141856392294221
