global_train_loss,global_train_acc,global_val_loss,global_val_acc
0.6764121649653753,0.7273128329114881,2.7192828813910275,0.266199649737303
0.5149553946263594,0.800894941634241,1.1811532235187323,0.6112084063047285
0.39055684063845464,0.8517281553398058,0.8257889728830073,0.7338003502626971
0.31583325815990926,0.8855288428846663,0.5472313995536697,0.8056042031523643
0.247131741018405,0.9104993388991728,0.4628203108306524,0.830122591943958
0.20711185135614088,0.9256809338521401,0.3091602634945183,0.8844133099824869
0.18125017766092003,0.9340678478334782,0.32124446637784954,0.8809106830122592
0.17778457665649255,0.936887159533074,0.2939879286205706,0.8984238178633975
0.16241950589458548,0.9427815345094632,0.21312555931704266,0.9299474605954466
0.14688095758977107,0.9480544747081712,0.18583548817972795,0.9176882661996497
0.13839775181738356,0.9513381436288769,0.22081809742751346,0.9229422066549913
0.12520283034919302,0.9568482490272373,0.15843737219344506,0.9352014010507881
0.11946600897721615,0.9587294019870802,0.1544372689650898,0.9474605954465849
0.09546515339818795,0.9671206225680933,0.11400259444049694,0.9632224168126094
0.10623097561161743,0.9651090627479129,0.12773474844763033,0.9492119089316988
0.10453277821590637,0.9628904839258056,0.09625716450022315,0.957968476357268
0.09009724282348248,0.9696221525442936,0.11894848141590893,0.9509632224168126
0.0805766572075064,0.9739395564957878,0.1007533010532476,0.9614711033274956
0.07455123719210276,0.9754474708171207,0.09225155094772212,0.9597197898423818
0.0802280647810621,0.9730350194552528,0.12926009292151588,0.9509632224168126
0.0799132634753228,0.9741725662045256,0.08626572297145522,0.9632224168126094
0.07186344708152992,0.9755737221865438,0.08326685651092938,0.9754816112084063
0.07312309175075801,0.976197121378112,0.10952187856682127,0.9597197898423818
0.07067263436149449,0.9754558573533301,0.09895152858280676,0.9649737302977233
0.0818215276412702,0.9745525291828793,0.09607793343776996,0.9614711033274956
0.0695705946724905,0.9774002493294549,0.10272210008495743,0.9632224168126094
0.06149181745805079,0.9789883268482491,0.0842388431213783,0.9702276707530648
0.06580575247851458,0.9785992217898833,0.09747024673818498,0.9667250437828371
0.05361442890424235,0.9818744286199994,0.09744511377033753,0.9649737302977233
0.06173076789724687,0.979805447470817,0.08398620598996792,0.9737302977232924
0.05455578997181293,0.9821400778210118,0.08171267532164495,0.9772329246935202
0.05647853132578582,0.9821842015790866,0.08164263841567232,0.9754816112084063
0.046766810412120066,0.9845136186770429,0.08020859188196329,0.978984238178634
0.05210860265131699,0.9842412451361868,0.09002347626509682,0.9737302977232924
0.053387556771506396,0.9829630161308602,0.07072074159379599,0.9754816112084063
0.05816273124096181,0.9809800158664199,0.08959286595366882,0.9632224168126094
0.04026063075861395,0.9868518000831099,0.09519413990766175,0.9702276707530648
0.05328941719496413,0.9825366627630239,0.07864723327828999,0.9719789842381786
0.049746377419278114,0.9842412451361868,0.1040058487540212,0.9667250437828371
0.04570938667677911,0.9857198443579767,0.07623996937259275,0.9772329246935202
0.04063346112386905,0.9866969136035662,0.09890483001380794,0.9702276707530648
0.05215785326817006,0.9837411506932116,0.09763264489211729,0.9719789842381786
0.047478677342409216,0.9840514525329607,0.07500698801045243,0.978984238178634
0.04765396679680004,0.9849416342412451,0.07465214445051817,0.9772329246935202
0.03982240858892294,0.9878988326848249,0.07728469976910672,0.9719789842381786
0.04150834264047082,0.985603112840467,0.07705152337480134,0.9772329246935202
0.04307239307243067,0.9861089494163424,0.09277948259576607,0.9719789842381786
0.04496250693865232,0.9855252918287938,0.08823837323567704,0.978984238178634
0.04447557285060681,0.9850583657587549,0.09138556545022908,0.9719789842381786
0.03626325090774081,0.9875875486381324,0.11708259666028666,0.968476357267951
0.047324362068103726,0.984559857957765,0.09591476905653856,0.9649737302977233
0.04156437802456683,0.9876311435155454,0.09563366347848846,0.9754816112084063
0.0404885826071005,0.9870038910505837,0.06624652473043957,0.9772329246935202
0.04409848044944759,0.9859167390729479,0.09951234839843576,0.9754816112084063
0.04202400996720522,0.9866215103320617,0.09677197338912094,0.9719789842381786
0.035221764801529,0.988603679498319,0.08679562188267395,0.9719789842381786
0.03964966902671045,0.9870428015564203,0.06608063604310807,0.9859894921190894
0.034634062179363455,0.9887202599070681,0.06198475758859891,0.978984238178634
0.03644880920197187,0.9887208643421103,0.0743058372530336,0.978984238178634
0.03358247323950085,0.9886381322957198,0.06613770359719331,0.9824868651488616
0.03600084944992357,0.9888761285935553,0.0813913452822304,0.9842381786339754
0.039498359581186374,0.9878644554418041,0.11161001775602952,0.9719789842381786
0.02775638792154665,0.9908560311284047,0.08121634506980926,0.978984238178634
0.03306767419853903,0.9890318461712818,0.08024348376641757,0.978984238178634
0.038802048327477426,0.9877468928261116,0.08384041134235425,0.9772329246935202
0.03685320080759398,0.9890661478599222,0.068219586882264,0.9807355516637478
0.0374859043179195,0.9879766536964981,0.06312098908490923,0.9807355516637478
0.0401236164445835,0.9867704280155642,0.06741146694040236,0.9754816112084063
0.03696578539855706,0.9881369045370405,0.07706924032700459,0.978984238178634
0.04298542687134883,0.985875486381323,0.07969836804904892,0.978984238178634
0.03409791360235527,0.9888326848249027,0.058774414946913926,0.9842381786339754
0.03943510914301131,0.987704280155642,0.08091835041192806,0.9807355516637478
0.034306566430960604,0.989727626459144,0.06698136918586002,0.9737302977232924
0.03190432191786509,0.9902360318839485,0.07407687689404406,0.9772329246935202
0.031250772942756834,0.990547542593782,0.06406228774391937,0.9859894921190894
0.030554210217804433,0.990081145404405,0.06497509734486531,0.9807355516637478
0.036500500185912284,0.9882138188961506,0.08500184979609454,0.9754816112084063
0.036880591660785556,0.9885992217898834,0.06561119858690924,0.9824868651488616
0.028406394711579647,0.9914007782101167,0.07130653674725684,0.9859894921190894
0.03182339815629904,0.9900778210116732,0.07326725599292386,0.978984238178634
0.03029288826946943,0.990704846813494,0.09567951818442073,0.9772329246935202
0.03950682875754199,0.9870038910505837,0.058984008801190896,0.9859894921190894
0.02900813879722871,0.9908171206225681,0.07664878321925729,0.9754816112084063
0.032658251592320296,0.9898072607759435,0.06214260555242699,0.989492119089317
0.03125000043869485,0.9906252880510749,0.07038410738332364,0.9842381786339754
0.029705731582181018,0.9901556420233464,0.06978448290514863,0.9772329246935202
0.03201263860642189,0.9900389105058366,0.06543460697255338,0.9824868651488616
0.03550421155630189,0.9896538853840052,0.07897784741311586,0.9737302977232924
0.026640834744910764,0.9918704997922255,0.06599781057110705,0.9824868651488616
0.029406736822744705,0.9917152355407804,0.09393745759948957,0.9649737302977233
0.02809699873248811,0.9909727626459144,0.06740431088282223,0.9824868651488616
0.035506159386616595,0.9892996108949417,0.07424183512488201,0.9772329246935202
0.03231859235917417,0.9897665369649806,0.06858063021580152,0.9807355516637478
0.028964023140695523,0.9911702617959277,0.06837443546710076,0.9824868651488616
0.031544071913976,0.9900423104529485,0.07562413276703261,0.978984238178634
0.03243627947364833,0.990275773487968,0.08070710632173693,0.9824868651488616
0.026186721792792474,0.9918677042801557,0.07758890968770271,0.9824868651488616
0.030357779416387926,0.9910894941634242,0.06715750825736548,0.9772329246935202
0.031447557021255866,0.9903112840466927,0.0757705449092409,0.978984238178634
0.029381660103330442,0.9901945525291829,0.07642527467827272,0.9737302977232924
